locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
527276,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1900 19TH AVE,2116028,2116,28,14MFF-0067,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5990463.819,2102357.539,37.75212416,-122.4758723,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0067&ExportPDF=1&Filename=14MFF-0067_schedule.pdf,,3/18/14 16:07,Mar 18 2014  3:51PM,1,3/15/15 0:00,"(37.7521241769265, -122.475872322212)"
527278,Eva's Catering,Truck,10006000,ORTEGA ST: 18TH AVE to 19TH AVE (1100 - 1199),1199 ORTEGA ST,1404045,1404,45,14MFF-0067,APPROVED,Cold Truck: Burrito: Corn Dog: Salads: Sandwiches: Quesadilla: Tacos: Fried Rice: Cow Mein: Chinese Rice: Noodle Plates: Soup: Bacon: Eggs: Ham: Avacado: Sausages: Beverages,5986602.689,2113869.846,37.78350912,-122.4900712,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0067&ExportPDF=1&Filename=14MFF-0067_schedule.pdf,,3/18/14 16:07,Mar 18 2014  3:51PM,1,3/15/15 0:00,"(37.7835091359901, -122.49007120809)"
526489,Smokin Warehouse Barbecue,Truck,24388000,OTIS ST: 12TH ST \ MISSION ST \ SOUTH VAN NESS AVE intersection,1655 MISSION ST,3514119,3514,119,14MFF-0061,APPROVED,BBQ Sandwiches: BBQ lunch platters: sides (corn bread: beans: chili: potato salad: coleslaw): water: sodas: energy drinks: housemade iced tea.,6007105.134,2109091.101,37.77156377,-122.4188015,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0061&ExportPDF=1&Filename=14MFF-0061_schedule.pdf,,3/14/14 14:16,Mar 14 2014  2:05PM,0,3/15/15 0:00,"(37.771563780123, -122.418801505429)"
526379,Daniel's Catering,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),170 OTIS ST,3513007,3513,7,14MFF-0054,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf,,3/17/14 13:42,Mar 14 2014 10:36AM,1,3/15/15 0:00,
532510,May Sun Kitchen,Truck,10048000,OTIS ST: GOUGH ST \ MCCOPPIN ST to 13TH ST \ DUBOCE AVE \ HWY 101 NORTHBOUND RAMP \ MISSION ST (100 - 199),150 OTIS ST,3513008,3513,8,14MFF-0092,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6006498.051,2108782.928,37.7706834,-122.4208796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf,,4/11/14 7:08,Apr  8 2014  3:27PM,1,3/15/15 0:00,"(37.7706834088324, -122.420879561389)"
526196,D & T Catering,Truck,10161000,PACIFIC AVE: BRODERICK ST to BAKER ST (2900 - 2999),2940 PACIFIC AVE,963040,963,40,14MFF-0044,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,5999983.375,2116821.34,37.79238544,-122.4439915,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf,,4/2/14 12:41,Mar 13 2014  1:27PM,1,3/15/15 0:00,"(37.7923854582818, -122.443991509427)"
526206,D & T Catering,Truck,10163000,PACIFIC AVE: LYON ST to PRESIDIO AVE \ PRESIDIO BLVD (3100 - 3199),3100 PACIFIC AVE,965006,965,6,14MFF-0044,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,5999233.782,2116707.127,37.79202906,-122.4465769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0044&ExportPDF=1&Filename=14MFF-0044_schedule.pdf,,4/2/14 12:41,Mar 13 2014  1:27PM,1,3/15/15 0:00,"(37.7920290718502, -122.446576890134)"
569046,Liang Bai Ping,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),931 PALOU AVE,4755042,4755,42,14MFF-0124,REQUESTED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018287.161,2092537.392,37.72673391,-122.378972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0124&ExportPDF=1&Filename=14MFF-0124_schedule.pdf,,,Aug 15 2014  3:07PM,1,3/15/15 0:00,"(37.7267339250739, -122.378972005226)"
569053,Liang Bai Ping,Truck,10215000,PALOU AVE: END to GRIFFITH ST (904 - 999),Assessors Block /Lot,,,,14MFF-0124,REQUESTED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0124&ExportPDF=1&Filename=14MFF-0124_schedule.pdf,,,Aug 15 2014  3:07PM,1,3/15/15 0:00,
525573,Singh Brothers Ice Cream,Truck,10218000,PALOU AVE: HAWES ST to INGALLS ST (1100 - 1199),1101 PALOU AVE,4757024,4757,24,14MFF-0018,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017464.809,2093259.551,37.72867144,-122.3818651,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf,,3/11/14 12:05,Mar 11 2014 11:57AM,1,3/15/15 0:00,"(37.7286714566484, -122.381865088631)"
526399,Munch A Bunch,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,1,14MFF-0055,APPROVED,Cold Truck: packaged sandwiches: pitas: breakfast: cold and hot drinks: snacks,5995605.966,2106525.104,37.76386403,-122.4583917,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0055&ExportPDF=1&Filename=14MFF-0055_schedule.pdf,,3/14/14 11:16,Mar 14 2014 11:04AM,1,3/15/15 0:00,"(37.7638640461797, -122.458391749834)"
526469,DO UC US Mobile Catering,Truck,10293000,PARNASSUS AVE: HILLWAY AVE to 03RD AVE (400 - 599),400 PARNASSUS AVE,1756001,1756,1,14MFF-0060,APPROVED,Cold truck: sandwiches: salads: beverages: chips: candy: cookies: coffee: tea: drinks,5995605.966,2106525.104,37.76386403,-122.4583917,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0060&ExportPDF=1&Filename=14MFF-0060_schedule.pdf,,3/14/14 13:47,Mar 14 2014  1:44PM,1,3/15/15 0:00,"(37.7638640461797, -122.458391749834)"
525583,Singh Brothers Ice Cream,Truck,10327000,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,5083009,5083,9,14MFF-0018,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6012192.793,2086872.475,37.71084128,-122.3996426,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf,,3/11/14 12:05,Mar 11 2014 11:57AM,1,3/15/15 0:00,"(37.7108412974331, -122.399642614953)"
532496,May Sun Kitchen,Truck,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,53,14MFF-0092,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014208.711,2105996.092,37.76346296,-122.3940129,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf,,4/11/14 7:08,Apr  8 2014  3:27PM,1,3/15/15 0:00,"(37.7634629737033, -122.394012947367)"
526081,F & C Catering,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),898 PENNSYLVANIA AVE,4167003,4167,3,14MFF-0029,APPROVED,Cold Truck: Hot/Cold Sandwiches: Water: Soda: Juice: Snacks: Milk: Candies: Canned Food: Soups: Cup of Noodles: Fruit: Salad,6014175.628,2103109.247,37.75553447,-122.3939253,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0029&ExportPDF=1&Filename=14MFF-0029_schedule.pdf,,3/13/14 11:21,Mar 13 2014 11:06AM,1,3/15/15 0:00,"(37.7555344854083, -122.393925277529)"
532507,May Sun Kitchen,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,10,14MFF-0092,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014294.444,2103612.775,37.75692365,-122.3935496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf,,4/11/14 7:08,Apr  8 2014  3:27PM,1,3/15/15 0:00,"(37.7569236675372, -122.393549610526)"
532524,May Sun Kitchen,Truck,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,95,14MFF-0092,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014413.787,2102312.799,37.75336083,-122.3930459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0092&ExportPDF=1&Filename=14MFF-0092_schedule.pdf,,4/11/14 7:08,Apr  8 2014  3:27PM,1,3/15/15 0:00,"(37.7533608432616, -122.393045920788)"
521861,BHUK Burger,Truck,10390000,PHELAN AVE: GENEVA AVE \ OCEAN AVE to JUDSON AVE (1 - 199),11 PHELAN AVE,3180001,3180,1,14MFF-0016,APPROVED,Pakistani Indian food: and salad: cold and hot drinks: Pakistani soft drinks: Sohan halva: Pakistani Indian desserts: and fruit dessert,5996539.936,2092561.48,37.72557699,-122.4541528,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0016&ExportPDF=1&Filename=14MFF-0016_schedule.pdf,,3/14/14 12:29,Mar  7 2014 12:18PM,0,3/15/15 0:00,"(37.7255770062321, -122.454152837658)"
528157,Park's Catering,Truck,10397000,PHELPS ST: FAIRFAX AVE to GALVEZ AVE (500 - 599),525 PHELPS ST,5242015,5242,15,14MFF-0069,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015469.672,2098066.746,37.74176065,-122.389098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf,,3/19/14 14:51,Mar 19 2014  2:45PM,1,3/15/15 0:00,"(37.7417606634833, -122.389097970185)"
519472,Senor Sisig,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,14MFF-0007,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0007&ExportPDF=1&Filename=14MFF-0007_schedule.pdf,,3/21/14 11:22,Feb 24 2014  9:41AM,0,3/15/15 0:00,
557395,Bulldog Coffee,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),301 PINE ST,268001,268,1,14MFF-0108,POSTAPPROVED,Coffee: tea: smoothies: juices: sodas: water: pastries: donuts: fruit: yogurt: chocolates,6012318.456,2116367.149,37.79183426,-122.4012796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0108&ExportPDF=1&Filename=14MFF-0108_schedule.pdf,,,Jul  8 2014 11:07AM,0,3/15/15 0:00,"(37.7918342768248, -122.401279616586)"
566664,Philz Coffee Truck,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),301 PINE ST,268001,268,1,14MFF-0123,REQUESTED,Hot coffee: iced coffee: hot chocolate: tea: pastries,6012318.456,2116367.149,37.79183426,-122.4012796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0123&ExportPDF=1&Filename=14MFF-0123_schedule.pdf,,,Aug 12 2014  1:58PM,0,3/15/15 0:00,"(37.7918342768248, -122.401279616586)"
525901,John's Catering #5,Truck,10460000,PINE ST: MONTGOMERY ST to BELDEN ST (400 - 489),555 CALIFORNIA ST,259026,259,26,14MFF-0023,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6011684.218,2116535.691,37.79226163,-122.403486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf,,3/12/14 14:25,Mar 12 2014  2:10PM,1,3/15/15 0:00,"(37.7922616479464, -122.403485955382)"
559771,Mang Hang Catering,Truck,10477000,PINE ST: POLK ST to VAN NESS AVE (1500 - 1599),1540 PINE ST,646005,646,5,14MFF-0109,REQUESTED,COLD TRUCK. Deli: bbq chicken skewer: Chinese spring roll: Chinese fried rice/noodle: fried chicken leg/wing: bbq chicken sandwich: chicken cheese burger: burrito: lumpia. Snack: sunflower seeds: muffins: chips: snickers: kit-kat: 10 types of chocolate. Drinks: Coke: 7-Up: Dr. Pepper: Pepsi: Redbull: Vitamin Water: Rockstar: Coconut Juice: Water. Hot drinks: coffee: tea.,6006569.835,2115753.493,37.78982692,-122.4211263,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0109&ExportPDF=1&Filename=14MFF-0109_schedule.pdf,,,Jul 10 2014  2:56PM,1,3/15/15 0:00,"(37.7898269325346, -122.421126289046)"
528395,"Casey's Pizza, LLC",Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,14MFF-0071,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0071&ExportPDF=1&Filename=14MFF-0071_schedule.pdf,,3/20/14 16:23,Mar 20 2014  4:09PM,0,3/15/15 0:00,"(37.7887787371503, -122.402574568401)"
512849,Spice Affairs,Truck,10624002,POST ST: LICK PL to KEARNY ST (41 - 99),65 POST ST,311013,311,13,13MFF-0004,REQUESTED,Chicken Tikka Masala: Mixed Vegetables Combo Plate: Chicken Kathi Roll: Vegetarian Kathi Roll: Various Pakoras: Mango Lassi: Chai Tea,6011788.843,2115253.474,37.78874681,-122.4030337,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0004&ExportPDF=1&Filename=13MFF-0004_schedule.pdf,,,Feb  7 2013  2:16PM,0,,"(37.7887468277587, -122.403033720486)"
530355,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10625000,POST ST: KEARNY ST to ROBERT KIRK LN (100 - 140),100 POST ST,294004,294,4,14MFF-0083,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6011057.082,2115445.537,37.78923328,-122.4055791,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0083&ExportPDF=1&Filename=14MFF-0083_schedule.pdf,,3/27/14 11:34,Mar 27 2014 11:33AM,1,3/15/15 0:00,"(37.789233296668, -122.4055790542)"
530342,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,295016,295,16,14MFF-0076,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010587.529,2115337.419,37.78891015,-122.407196,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0076&ExportPDF=1&Filename=14MFF-0076_schedule.pdf,,3/27/14 11:16,Mar 27 2014 11:13AM,1,3/15/15 0:00,"(37.7889101633426, -122.407196034112)"
437202,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,4/12/13 14:43,Apr 12 2013  2:33PM,1,3/15/14 0:00,"(37.7685433028161, -122.408492892429)"
543477,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,14MFF-0100,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf,,5/19/14 12:58,May 19 2014 12:45PM,1,3/15/15 0:00,"(37.7685433028161, -122.408492892429)"
554537,Steve's Mobile Deli,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,14MFF-0107,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0107&ExportPDF=1&Filename=14MFF-0107_schedule.pdf,,6/24/14 13:55,Jun 24 2014  1:49PM,1,3/15/15 0:00,"(37.7685433028161, -122.408492892429)"
525828,May Catering,Truck,10659000,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,3920001,3920,1,14MFF-0022,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010116.912,2107759.235,37.76807589,-122.4082896,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf,,3/12/14 12:18,Mar 12 2014 11:57AM,1,3/15/15 0:00,"(37.768075899745, -122.408289595277)"
509488,Sun Rise Catering,Truck,10664201,POTRERO AVE: 18TH ST to 19TH ST (600 - 698) -- WEST --,690 POTRERO AVE,4025003B,4025,003B,14MFF-0001,APPROVED,Cold Truck: sandwiches: drinks: snacks: candy: hot coffee,6010311.877,2105129.793,37.76086695,-122.4074298,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0001&ExportPDF=1&Filename=14MFF-0001_schedule.pdf,,9/10/14 15:57,Jan  8 2014  3:11PM,1,3/15/15 0:00,"(37.7608669651463, -122.407429830881)"
525796,May Catering,Truck,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,26,14MFF-0022,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010430.557,2102108.308,37.75257727,-122.4068064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0022&ExportPDF=1&Filename=14MFF-0022_schedule.pdf,,3/12/14 12:18,Mar 12 2014 11:57AM,1,3/15/15 0:00,"(37.7525772838787, -122.406806417142)"
526374,Daniel's Catering,Truck,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,1,14MFF-0054,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,5999130.566,2113756.702,37.78392207,-122.4467216,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0054&ExportPDF=1&Filename=14MFF-0054_schedule.pdf,,3/17/14 13:42,Mar 14 2014 10:36AM,1,3/15/15 0:00,"(37.7839220838884, -122.446721633162)"
569052,Liang Bai Ping,Truck,10808000,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,4764 001,4764,1,14MFF-0124,REQUESTED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018280.048,2092193.457,37.72578914,-122.3789727,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0124&ExportPDF=1&Filename=14MFF-0124_schedule.pdf,,,Aug 15 2014  3:07PM,1,3/15/15 0:00,"(37.7257891536457, -122.378972719614)"
525577,Singh Brothers Ice Cream,Truck,10810000,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,4763042,4763,42,14MFF-0018,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017387.966,2092923.508,37.72774449,-122.3821074,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0018&ExportPDF=1&Filename=14MFF-0018_schedule.pdf,,3/11/14 12:05,Mar 11 2014 11:57AM,1,3/15/15 0:00,"(37.7277445045325, -122.382107375232)"
437218,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,13MFF-0102,EXPIRED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.74647051,-122.3889908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=13MFF-0102&ExportPDF=1&Filename=13MFF-0102_schedule.pdf,,4/12/13 14:43,Apr 12 2013  2:33PM,1,3/15/14 0:00,"(37.7464705204604, -122.388990808645)"
543493,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,14MFF-0100,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.74647051,-122.3889908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0100&ExportPDF=1&Filename=14MFF-0100_schedule.pdf,,5/19/14 12:58,May 19 2014 12:45PM,1,3/15/15 0:00,"(37.7464705204604, -122.388990808645)"
532727,Tacos El Primo,Truck,10829000,QUINT ST: DAVIDSON AVE to EVANS AVE (300 - 399),1700 EVANS AVE,5227001,5227,1,14MFF-0094,APPROVED,Mexican food: tacos: burritos: tortas: various meat and chicken and fish plate: chile relleno plate: fish plate: bread: flan: rice pudding: bread: fruit juice: vegetable juice: coffee: tea,6014950.929,2099216.653,37.74488929,-122.390972,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0094&ExportPDF=1&Filename=14MFF-0094_schedule.pdf,,4/9/14 16:08,Apr  9 2014  4:01PM,1,3/15/15 0:00,"(37.7448892999578, -122.390971976926)"
528149,Park's Catering,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5215016,5215,16,14MFF-0069,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014805.514,2099795.201,37.74646979,-122.3915152,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0069&ExportPDF=1&Filename=14MFF-0069_schedule.pdf,,3/19/14 14:51,Mar 19 2014  2:45PM,1,3/15/15 0:00,"(37.7464698019281, -122.391515238762)"
525906,John's Catering #5,Truck,10955000,REDWOOD ST: POLK ST to VAN NESS AVE (100 - 199),180 REDWOOD ST,766013,766,13,14MFF-0023,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6006844.538,2112471.764,37.78083158,-122.4199429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0023&ExportPDF=1&Filename=14MFF-0023_schedule.pdf,,3/12/14 14:25,Mar 12 2014  2:10PM,1,3/15/15 0:00,"(37.7808315906918, -122.419942864672)"
569031,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,4786077,4786,77,14MFF-0124,REQUESTED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017482.212,2092501.331,37.72659048,-122.3817522,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=14MFF-0124&ExportPDF=1&Filename=14MFF-0124_schedule.pdf,,,Aug 15 2014  3:07PM,1,3/15/15 0:00,"(37.7265904933519, -122.381752211396)"
